CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.01.03.01;Clientes;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.01.03.02;Outras Contas a Receber;429465.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.01.03.02;Outras Contas a Receber;341808.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.01.03.02.01;Transações com partes relacionadas;0.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.01.03.02.01;Transações com partes relacionadas;0.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.01.03.02.02;Contas a receber e créditos diversos;429465.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.01.03.02.02;Contas a receber e créditos diversos;341808.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.01.04;Estoques;293518.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.01.04;Estoques;272257.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.01.05;Ativos Biológicos;265440.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.01.05;Ativos Biológicos;277274.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.01.06;Tributos a Recuperar;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.01.06;Tributos a Recuperar;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.01.06.01;Tributos Correntes a Recuperar;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.01.06.01;Tributos Correntes a Recuperar;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.01.07;Despesas Antecipadas;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.01.07;Despesas Antecipadas;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.01.08;Outros Ativos Circulantes;29609.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.01.08;Outros Ativos Circulantes;15163.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.01.08.01;Ativos Não-Correntes a Venda;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.01.08.01;Ativos Não-Correntes a Venda;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.01.08.01.01;Ativo não circulante mantido para venda;0.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.01.08.01.01;Ativo não circulante mantido para venda;0.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.01.08.02;Ativos de Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.01.08.02;Ativos de Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.01.08.03;Outros;29609.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.01.08.03;Outros;15163.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.01.08.03.01;Operações com Derivativos;29609.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.01.08.03.01;Operações com Derivativos;15163.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02;Ativo Não Circulante;2659154.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02;Ativo Não Circulante;2615484.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01;Ativo Realizável a Longo Prazo;2139962.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01;Ativo Realizável a Longo Prazo;2095628.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.01;Aplicações Financeiras Avaliadas a Valor Justo através do Resultado;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.01;Aplicações Financeiras Avaliadas a Valor Justo através do Resultado;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.01.01;Títulos Designados a Valor Justo;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.01.01;Títulos Designados a Valor Justo;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;18394.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.02.02;Títulos e valores mobiliários;0.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.02.02;Títulos e valores mobiliários;18394.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.04;Contas a Receber;603843.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.04;Contas a Receber;472337.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.04.01;Clientes;0.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.04.01;Clientes;0.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.04.02;Outras Contas a Receber;0.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.04.02;Outras Contas a Receber;0.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.05;Estoques;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.05;Estoques;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.06;Ativos Biológicos;32345.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.06;Ativos Biológicos;13767.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.07;Tributos Diferidos;166145.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.07;Tributos Diferidos;229292.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.07.01;Imposto de Renda e Contribuição Social Diferidos;0.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.07.01;Imposto de Renda e Contribuição Social Diferidos;0.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.08;Despesas Antecipadas;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.08;Despesas Antecipadas;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.09;Créditos com Partes Relacionadas;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.09;Créditos com Partes Relacionadas;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.09.01;Créditos com Coligadas;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.09.01;Créditos com Coligadas;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.09.03;Créditos com Controladores;0.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.09.03;Créditos com Controladores;0.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.09.04;Créditos com Outras Partes Relacionadas;0.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.09.04;Créditos com Outras Partes Relacionadas;0.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.10;Outros Ativos Não Circulantes;1337629.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.10;Outros Ativos Não Circulantes;1361838.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.10.01;Ativos Não-Correntes a Venda;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.10.01;Ativos Não-Correntes a Venda;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.10.02;Ativos de Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.10.02;Ativos de Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.10.03;Operações com Derivativos;10973.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.10.03;Operações com Derivativos;21123.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.10.04;Propriedades para investimento;1323834.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.10.04;Propriedades para investimento;1337422.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.01.10.05;Transações com partes relacionadas;2822.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.01.10.05;Transações com partes relacionadas;3293.0000000000;N
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.02;Investimentos;1335.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.02;Investimentos;1324.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.02.01;Participações Societárias;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.02.01;Participações Societárias;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.02.01.01;Participações em Coligadas;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.02.01.01;Participações em Coligadas;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.02.01.04;Participações em Controladas em Conjunto;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.02.01.04;Participações em Controladas em Conjunto;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.02.01.05;Outros Investimentos;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.02.01.05;Outros Investimentos;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.02.02;Propriedades para Investimento;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.02.02;Propriedades para Investimento;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.03;Imobilizado;512762.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.03;Imobilizado;513511.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.03.01;Imobilizado em Operação;232669.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.03.01;Imobilizado em Operação;277967.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.03.02;Direito de Uso em Arrendamento;280093.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.03.02;Direito de Uso em Arrendamento;235544.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.03.03;Imobilizado em Andamento;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.03.03;Imobilizado em Andamento;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.04;Intangível;5095.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.04;Intangível;5021.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.04.01;Intangíveis;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.04.01;Intangíveis;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.04.01.01;Contrato de Concessão;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2026-06-30;1.02.04.01.01;Contrato de Concessão;0.0000000000;S
07.628.528/0001-59;2026-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2025-06-30;1.02.04.02;Goodwill;0.0000000000;S
